חותמת זמן	שם ההשתלמות 	1. מה היא שביעות רצונך הכללית מהכשרה/העשרה ?	2. באיזה מידה הרגשת חופשי לשאול את המרצים שאלות ?	3.   באיזה מידה הרגשת שהכשרה/העשרה תרמה לך ?	4. באיזה מידה הייתה הלימה בין תכני ההרצאה והנושאים שעניינוו אותך?	5. באיזה מידה ההכשרה/העשרה חידשה או נתנה לך מידע חדש ?	6. באיזו מידה הכשרה/העשרה נתנה לך כלים יישומיים לשימוש יומיומי?	7. האם אתה  מתכוון ליישמם בעבודתך ?	8. ציין אילו שינויים בשדה הקליני/במקום עבודתך את/ה תנקוט בעקבות הכשרה/העשרה?  פרט:	9. לסיכום נשמח לשמוע על החוויה שלך- מה עבד טוב ומה היית מציע/ה לשפר ?  פרט:	תודה על שיתוף הפעולה!
27/01/2025 21:52:48	עדכון ידע בגריאטריה	4	5	5	4	5	4	4	ישום ידע בגריאטריה. בתקשורת עם צוות ודיירים. בנושא כאב תרם המון.וכן תחלואה רלוונטית לגיל השלישי.	מציעה יותר שיתוף של הלומדים. יותר תיאורי מקרה רלוונטים לנושא הנלמד.	נהניתי מאוד מהקורס. אשמח לקבל מידע על קורסים נוספים. התרשמתי מאוד מהארגון והעברת הנושאים השונים.לסיכום הייתי ממליצה לאחרים על הקורס הזה.
30/01/2025 15:58:15	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	5	5	5	5	5		טיפול תרופתי	תודה  רבה
30/01/2025 16:04:08	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	4	3	4	5	5	איך להתמודד עם מטופל דמנטי ולכנס לנעליים שלו מתוך הבנה לעולמו ולשינויים המתרחשים אתו 	קורס עשיר ומלמד מאוד	
30/01/2025 16:04:25	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	5	5	5	5	5		הקורס היה חווייתי ומעשיר, במיוחד בתחום הדמנציה, והעניק לי כלים חשובים לעבודה כעובדת סוציאלית. עזר לי להכיר את עולם הדמנציה באופן מעמיק ולשפר את היכולת שלי להבין ולתמוך במטופלים שלנו.	תודה על קורס מלמד ומעשיר!
30/01/2025 16:05:41	ארגז כלים בדמנציה לצוות רב מקצועי	4	4	5	5	4	4	4	ליישם חלק מהנלמד	חוויה נהדרת תודה רבה	תודה רבה 
30/01/2025 16:06:58	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	5	5	4	5	5		אין מה לשפר	תודה לכם
30/01/2025 16:10:22	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	5	4	4	4	5		  הכל היה מאוד מעניין ומעשיר. למדתי הרבה דברים חדשים שיעזרו לי בעבודה העתידית.	בכיף 
30/01/2025 16:11:11	ארגז כלים בדמנציה לצוות רב מקצועי	4	5	5	5	5	5	5	הקורס רעננו לי הרבה כלים מול המטופלים שלי	הכל בסדר	
30/01/2025 16:35:09	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	5	4	5	4	5	1.שנויים באכילת מטופלים. (הרצאה דייטנית: שימוש באביזרי שמע. אכילה בגובה עיניים, מול המטופל). 2. תיקשורת עם מטופלים עם דמנציה .	להציג יותר דוגמאות מהשטח,  דברים מעשיים במקרים קשים ומסובכים. 	
30/01/2025 16:46:50	ארגז כלים בדמנציה לצוות רב מקצועי	4	5	5	4	5	4	4	.	הקורס מלמד ברמה גבוהה,נותן מידע להעשרה  להתקדם ולהיכנס לעוד קורסים קשורים באותו נושא.	תודה.
30/01/2025 17:11:49	ארגז כלים בדמנציה לצוות רב מקצועי	4	4	4	4	4	4	4	גישה למטופל 		
30/01/2025 18:23:27	ארגז כלים בדמנציה לצוות רב מקצועי	5	4	5	4	5	4	4		תודב רבה לכם על הכל	
30/01/2025 18:25:26	ארגז כלים בדמנציה לצוות רב מקצועי	4	5	3	3	3	3	4			
30/01/2025 20:08:15	ארגז כלים בדמנציה לצוות רב מקצועי	3	5	3	4	3	3	4	לנסות להגיע לכל הדיירים באופן אישי במידת האפשר לצורך התאמת הטיפול לפי העדפתם ורצונם 	ההרצאה הראשונה על סוגי דמנציה היתה מעניינת וגם שיטת התיקוף, על גידולים במוח היה מעניין מאוד  את שאר הדברים אנחנו מכירים מהשטח 	
31/01/2025 17:51:53	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	5	5	5	5	5	שיתוף צוות רב מקצועי	הכל עבד טוב	
01/02/2025 10:21:30	ארגז כלים בדמנציה לצוות רב מקצועי	5	5	4	4	4	4	4			תודה רבה לכם 
20/02/2025 15:40:55	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
20/02/2025 15:41:56	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	4	4	4	3	3	4			
20/02/2025 15:42:35	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	4	5	5	4	5	5			
20/02/2025 15:42:43	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	5	5	5	5	4	התזונה למטופלים	הייה קורס מדהים ברור ומרצאים היו מדהימים נתנו את הכל בשביל שנשתפר בתחום	
20/02/2025 15:43:32	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	3	…	היה מעניין 	תודה רבה 
20/02/2025 15:43:35	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	4	3	4	3	4			
20/02/2025 15:43:52	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	4	4	4	4	5			
20/02/2025 15:43:57	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	3	4	4	5			
20/02/2025 15:44:29	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	4	4	3	2	3			
20/02/2025 15:44:43	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	4	5	4	5	יישום הכשרה , הדרכות צוות , מטופל ומשפחה 	הקורס היה מעניין , מעשיר ידע , היתי רוצה עוד טיפים ליישם פרוייקט במחלקה 	
20/02/2025 15:44:59	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
20/02/2025 15:45:12	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
20/02/2025 15:45:40	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
20/02/2025 15:45:48	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
20/02/2025 15:46:44	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
20/02/2025 15:48:23	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	4	4	5	3			
20/02/2025 15:50:46	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	5	5	5	5	5			
20/02/2025 15:50:59	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	4	5	5	הכנסת אומדן אי שליטה על מתן שתן	עמידה בלוחות זמנים 	
20/02/2025 15:53:03	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	3	5	4	2	2	3	3	לקצר שעות ההרצאה ולהוסיף יותר מבקשים 	חוויה טובה סה"כ 	
20/02/2025 15:53:52	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	4	4	4	4	4	4			
20/02/2025 15:54:20	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	4			
20/02/2025 15:55:35	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
20/02/2025 15:59:09	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5	מניעת עצירות , ניסיון גמילה מטיטול וקטטר שימור שליטה על סוגרים		
20/02/2025 15:59:28	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			😍😍
20/02/2025 16:00:34	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	2	5	3	5	5	5			
20/02/2025 16:05:37	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	4	4	4	5	ניהול  עניין העצירות 	פחות אנטומיה יותר מעשי	
20/02/2025 16:09:55	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	4	5	5	5	5			
20/02/2025 16:10:02	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	4	5	5	5			
20/02/2025 16:10:19	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5	הדרכות		
20/02/2025 16:10:47	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			תודה רבה על הכל 
20/02/2025 16:11:03	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	4	5	4	4	4	5	ימי העשרה בנושא גם אחים ומטפלים	חוויה מצויינת . מרגשת תרמה הרבה לי . למרות הנסיון שיש לי אך חזקה אותי 	
20/02/2025 16:11:14	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5		קורס מאוד טוב	תודה
20/02/2025 16:12:01	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	4	4	4	4	5	תזונה פעילות גופנית	הכול עבד מצויין הייתי מעדיפה לעשות קצת סדר בחומרים - ולבסוף להגיע לכל מה שנקרא פתרונות לעצירות . 	תודה רבה :)
20/02/2025 16:12:49	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	4	3	4	3	להקפיד על תזונה מתאימה ולשתף טת כל הצוות הפרארפואי, 	קלטתי המון מידע על שליטה בהפרשת צואה ומניעת עצירות, 	
20/02/2025 16:14:01	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5	מאוד עזר	הכל בסדר	
20/02/2025 16:35:14	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	3	5	5	5	5	5	5			
25/03/2025 17:53:27	ניהול טיפול בפצע	3	3	3	3	3	3	3			
25/03/2025 17:54:00	ניהול טיפול בפצע	5	4	4	4	4	4	4	בחירת חבישות שמתאימות לסוג הפצע 	10/10	
25/03/2025 17:56:13	ניהול טיפול בפצע	5	5	5	5	5	5	4			
25/03/2025 17:57:44	ניהול טיפול בפצע	5	4	5	4	4	4	5	נאמן פצעים	חוויה מהממת אין מה לשפר 	תודה רבה
25/03/2025 17:59:34	ניהול טיפול בפצע	4	3	5	4	4	4	5			
25/03/2025 18:18:07	ניהול טיפול בפצע	4	4	4	4	4	4	4			
25/03/2025 18:19:41	ניהול טיפול בפצע	4	5	4	4	5	4	5			
25/03/2025 18:22:51	ניהול טיפול בפצע	4	5	5	4	4	4	4	מתו יעוץ לפצעי קשי ריפוי	חוויה טובה ! 	
25/03/2025 18:23:03	ניהול טיפול בפצע	3	3	3	3	3	3	5			
25/03/2025 18:27:46	ניהול טיפול בפצע	3	3	3	3	3	3	3			
25/03/2025 18:30:23	ניהול טיפול בפצע	5	5	5	5	5	5	5			
25/03/2025 18:30:41	ניהול טיפול בפצע	5	5	4	3	4	4	3	לבציע הידע החדש בעבודה שלי	חוויה יפה מאוד ממליץ 	תודה רבה לךכם
25/03/2025 18:32:46	ניהול טיפול בפצע	5	5	5	5	5	5	5		למדתי איך לטפל בפצעים סוגים הפצעים 	
25/03/2025 18:32:48	ניהול טיפול בפצע	3	2	3	3	3	3	3			
25/03/2025 18:32:58	ניהול טיפול בפצע	5	5	5	5	5	5	5	טיפול בפצעים		
25/03/2025 18:33:06	ניהול טיפול בפצע	5	5	5	5	5	5	5			
25/03/2025 18:33:07	ניהול טיפול בפצע	4	5	5	5	5	5	5			
25/03/2025 18:33:12	ניהול טיפול בפצע	5	5	5	5	5	5	5			
25/03/2025 18:33:23	ניהול טיפול בפצע	5	5	5	5	5	5	5	טיפולי פצעים	הכל מציון	
25/03/2025 18:33:25	ניהול טיפול בפצע	3	3	3	4	4	3	3	אין	אין 	תודה 
25/03/2025 18:33:30	ניהול טיפול בפצע	5	5	5	5	4	5	4			
25/03/2025 18:33:46	ניהול טיפול בפצע	4	5	4	4	5	4	5	נאמן פצעים ועבודה בצוות רב מקצועית 	מציע לשפר את אורך ההרצאות לפרוץ ליותר ימים ופחות שעות 	
25/03/2025 18:34:03	ניהול טיפול בפצע	4	5	3	4	3	3	5	אחזור על המצגות	בוגדן ואילן מאוד טובים	תודה רבה
25/03/2025 18:34:09	ניהול טיפול בפצע	5	5	5	5	5	5	5	טיפול מקומי נכון 	הכל היה טוב 	
25/03/2025 18:34:14	ניהול טיפול בפצע	4	4	4	4	4	4	4	ניהול נושא הפצעים 	להרחיב יותר בעניין החבישות 	
25/03/2025 18:34:16	ניהול טיפול בפצע	5	5	5	5	5	5	5			
25/03/2025 18:34:58	ניהול טיפול בפצע	5	4	5	5	4	4	5			
25/03/2025 18:35:09	ניהול טיפול בפצע	5	4	5	5	4	4	4		מרצה נינה היתה טובה מאוד 	
25/03/2025 18:35:42	ניהול טיפול בפצע	4	5	4	4	4	4	4	מתן יעוץ	חוויה טובה , ברצוני לשבח המרצה אורן שטרן  ומאיה 	
25/03/2025 18:36:49	ניהול טיפול בפצע	5	5	5	5	5	5	5		הכל טוב	תודה לכם
25/03/2025 18:36:59	ניהול טיפול בפצע	5	5	5	5	5	5	5	אני רוצה לשנות את צורת ואופן הטיפול שיש לנו במקום העבודה	קורס מאוד עוזר ומקדם 	
28/04/2025 16:12:02	קורס בטיחות הטיפול וניהול סיכונים	4	4	4	4	5	5	4	.	.	.
28/04/2025 16:13:19	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	5	5	5	זיהוי חסמים ומקומות המזמנים אירועים חריגים	הפסקה ארוכה יותר ,	תודה רבה 
28/04/2025 16:17:48	קורס בטיחות הטיפול וניהול סיכונים	5	4	5	5	5	5	5	מקת הידע הקליני, שיפור מיומנויות טיפוליות ושימת דגש על בטיחות המטופל	ההכשרה הייתה מעשירה ומקצועית. הייתי מציעה להוסיף תרגולים מעשיים נוספים	תודה!
28/04/2025 16:18:38	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	4	3	4		היה מאוד מעניין 	
28/04/2025 16:18:45	קורס בטיחות הטיפול וניהול סיכונים	4	4	4	4	4	4	4			
28/04/2025 16:18:53	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	4	4	4		יותר דוגמאות לניתוח אירועים 	
28/04/2025 16:19:03	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	4	5	5	ל	קורס עשיר במידע , מצוין עוזר לראיה יותר טובה בשטח	
28/04/2025 16:19:46	קורס בטיחות הטיפול וניהול סיכונים	5	3	5	5	5	5	5	ארגונית הקורס נתן לי כלים מעולים להתמודד   לתכנן ולנהל את הניהול סיכונים ואת הבטיחות הטיפול.	תמיד האיטרציה בין אנשי מקצוע היא חשובה וטורמת ללמידה,זה היה חסרלי....	תודה לכם....
28/04/2025 16:20:21	קורס בטיחות הטיפול וניהול סיכונים	5	5	4	5	4	4	4		למדתי הרבה מהקורס 	
28/04/2025 16:20:30	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	3	4	4	4	נאועדת ניהול סיכונים	שעות הקורס קשות	
28/04/2025 16:20:43	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	4	5	5	ארועים חריגים	היה טוב ומעניין 	בשמחה
28/04/2025 16:20:45	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	4	5	5	ביצוע תחקירים בצורה מעמיקה ולמידה יותר אפקטיבית מהטעויות	אהבתי בעיקר את ההרצאות עם המודלים היישומים ותיאורי המקרה שהם הכי מלמדים. העבודה דיי עזרה ביישום הנלמד . קורס מוצלח 	
28/04/2025 16:20:46	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	4	4	5	הדרכת הצוות על ארועים חריגים 	היה מצויין  אמליץ לעמיתיי לעשות את הקורס 	היה מעניין מאוד
